record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,spc_field,ec_field,ph_field,turbidity_field,ec_lab,ph_lab,tn_mg_l,tp_mg_l,cl_mg_l,hco3_mg_l,so4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l
201508200000_SW12_DinyahMixingFresh,35,2,20/08/2015 0:00,1,,10.7,,,978,8.73,,,,,,260.6,38,28.9,101.78,28.69,23.65,15.06
201508200845_GW21_DinyahHopes7Deep,19,1,20/08/2015 8:45,1,1,16.5,,4108,,7.3,,,,,,1003.91,749,249.43,593.28,186.47,82.97,0.58
201508201000_GW23_DinyahLaneway,21,1,20/08/2015 10:00,1,1,16.2,,559.1,,7.2,,,,,,107.59,144,7.94,17.77,44.94,18.41,6.38
201508201030_GW24_DinyahCloseToHouse,22,1,20/08/2015 10:30,1,1,15.8,,4953,,7.1,,,,,,1590.39,307,271.16,105.42,614.96,182.09,23.08
201508201200_GW10_GlenarchyMiddleArtesian,8,1,20/08/2015 12:00,1,1,18.1,,3363,,7.45,,,,,,695.25,693,143.54,416.16,101.09,111.38,1.5
201508201425_GW12_GlenarchyFarField,10,1,20/08/2015 14:25,1,1,17.2,,4509,,7.33,,,,,,1122.12,754,197.03,618.73,117.18,136.37,2.29
201508201455_GW11_GlenarchyCreekShallow,9,1,20/08/2015 14:55,1,1,14.4,,2766,,7.19,,,,,,539.89,669,138.37,318.95,108.64,100.81,2.84
201508201530_GW22_DinyahHopes7Shallow,20,1,20/08/2015 15:30,1,1,15.7,,7972,,7.53,,,,,,2495.78,737,388.56,1255.7,242.03,188.86,0.82
201509260000_SW01_Coolac,24,2,26/09/2015 0:00,1,,14.5,,,1190,8.75,,,,,,311.86,242,45.41,120.47,58.71,65.58,6.73
201509260000_SW02_HoarseLane,25,2,26/09/2015 0:00,1,,19.4,,,1247,9.06,,,,,,191.62,458,21.29,53.31,35.05,146.05,2.32
201509260000_SW08_SheepStation,31,2,26/09/2015 0:00,1,,14.9,,,2705,8.55,,,,,,867.61,220,56.73,290.93,202.17,88.74,11.41
201509260000_SW09_Bongongolong,32,2,26/09/2015 0:00,1,,15.9,,,576,8.03,,,,,,102.96,148,16.24,43.84,25.41,28.93,3.45
201509260000_SW13_Wambidgee,36,2,26/09/2015 0:00,1,,12.8,,,1359,7.99,,,,,,350.37,156,70.67,142.83,63.9,46.67,6.82
201509260000_SW14_FairviewCreek,37,2,26/09/2015 0:00,1,,22.2,,,3407,8.66,,,,,,1040.75,346,191.51,345.92,117.61,223.04,9.73
201509260000_SW15_MuttamaCreek,38,2,26/09/2015 0:00,1,,12.6,,,1338,9.23,,,,,,351.03,166,102.41,153.11,64.74,48.13,6.49
201509260000_SW18_Tarkarella,41,2,26/09/2015 0:00,1,,16.9,,,655,8.87,,,,,,111.99,176,34.62,80.32,17.49,30.68,2.66
201509261215_GW03_Coolac,1,1,26/09/2015 12:15,1,1,18.6,,2051,,8.24,,,,,,286.45,766,44.76,130.56,81.05,146.23,0.9
201509270000_SW03_Cootamundry,26,2,27/09/2015 0:00,1,,12.4,,,1309,8.31,,,,,,349.65,104,44.08,155.02,51.28,29.03,7.59
201509270000_SW04_Berthong,27,2,27/09/2015 0:00,1,,21,,,587,8.6,,,,,,117.73,107,11.63,60.99,25.23,16.27,7.99
201509270000_SW12_DinyahMixingFresh,35,2,27/09/2015 0:00,1,,17,,,584,8.48,,,,,,142.33,88,11.82,59.99,24.78,16.07,8.04
201509270000_SW17_CunjegongWest,40,2,27/09/2015 0:00,1,,14.8,,,1249,8.33,,,,,,356.18,62,17.97,148.87,50.55,29.96,6.19
201509270000_SW19_Cootamundry12C,42,2,27/09/2015 0:00,1,,14.5,,,1857,8.22,,,,,,518.93,104,66.54,233.35,78.18,45.43,8.8
201509270000_SW20_Cootamundry12A,43,2,27/09/2015 0:00,1,,16.2,,,1370,8.55,,,,,,366.71,124,47.63,167.28,54.62,31.13,8.43
201509270930_GW16_AmarooShallow,14,1,27/09/2015 9:30,1,1,13.3,,5226,,7.53,,,,,,2136.19,388,35.98,926.49,308.67,150.78,16.59
201509271000_GW13_AmarooDeep,11,1,27/09/2015 10:00,1,1,17,,5463,,7.13,,,,,,1984.18,382,152.15,949.76,129.52,142.65,2.66
201509280000_GW03_Coolac,1,1,28/09/2015 0:00,3,3,,,,,,,,,,,315,,65,137,81,141,0
201509280000_SW01_Coolac,24,2,28/09/2015 0:00,3,3,,,1364.1,,7.99,,,,,,283,348.92,77,117,55,64,5
201509280000_SW02_HoarseLane,25,2,28/09/2015 0:00,3,3,,,1443.7,,7.91,,,,,,195,575.84,25,66,39,136,2
201509280000_SW05_Cunjegong,28,2,28/09/2015 0:00,1,,12.2,,,963,8.69,,,,,,271.17,92,19.33,111.5,34.43,25.41,5.89
201509280000_SW07_RomaniEntry,30,2,28/09/2015 0:00,1,,12,,,719,9.28,,,,,,164.35,76,17.72,74.24,23.68,17.93,3.84
201509280945_GW07_BrawlinFarFence,5,1,28/09/2015 9:45,1,1,18.4,,13550,,7.25,,,,,,4960.68,1003,1063.53,2133.16,558.39,521.4,7.77
201509281045_GW06_BrawlinRoad,4,1,28/09/2015 10:45,1,1,16.7,,6675,,7.55,,,,,,2417.42,700,9.32,440.43,589.86,311.59,3.6
201509281250_GW05_FairviewField,3,1,28/09/2015 12:50,1,1,17.9,,5874,,7.66,,,,,,1894.45,644,94.32,765.84,269.31,174.09,2.59
201509281330_GW04_FairviewRoad,2,1,28/09/2015 13:30,1,1,16.5,,5058,,7.54,,,,,,1688.91,705,90.78,308.3,416.15,214.64,3.17
201509281530_GW09_WavehillWindmill,7,1,28/09/2015 15:30,1,1,18.5,,1048,,8.24,,,,,,112.78,459,22.98,128.5,45.41,34.45,1.37
201509281615_GW08_WavehillAnimallHospital,6,1,28/09/2015 16:15,1,1,16.9,,2220,,7.55,,,,,,433.7,695,81.43,178.15,130.94,129.06,2.9
201509290000_SW05_Cunjegong,28,2,29/09/2015 0:00,3,3,,,1134,,7.36,,,,,,,112.24,,,,,
201509290000_SW08_SheepStation,31,2,29/09/2015 0:00,3,3,,,2980,,7.59,,,,,,864,287.92,88,302,206,90,12
201509290000_SW09_Bongongolong,32,2,29/09/2015 0:00,3,3,,,523.4,,7.3,,,,,,100,217.16,11,50,26,31,3
201509290000_SW11_Glenarchy,34,2,29/09/2015 0:00,1,,15.8,,,3771,8.03,,,,,,1188.89,514,212.91,581.47,127.92,150.37,10.87
201509290000_SW13_Wambidgee,36,2,29/09/2015 0:00,3,3,,,1490,,7.36,,,,,,353,209.84,99,154,71,57,6
201509290000_SW15_MuttamaCreek,38,2,29/09/2015 0:00,3,3,,,1700,,7.37,,,,,,343,239.12,134,159,70,52,6
201509290000_SW16_BrawlinRoadCreek,39,2,29/09/2015 0:00,3,3,,,1316.9,,7.38,,,,,,226,246.44,176,132,66,44,9
201509290000_SW18_Tarkarella,41,2,29/09/2015 0:00,3,3,,,780,,6.84,,,,,,113,202.52,44,82,17,32,2
201509290000_SW22_ArmoursLane,45,2,29/09/2015 0:00,3,3,,,1390,,7.73,,,,,,300,375.76,78,122,64,68,6
201509290000_SW26_ReefCreek,49,2,29/09/2015 0:00,3,3,,,1656,,8.2,,,,,,392,307.44,80,137,82,87,5
201509290000_SW36_NashsLane,59,2,29/09/2015 0:00,3,3,,,1175.7,,7.12,,,,,,155,229.36,220,119,65,43,9
201509290900_GW19_MunroeDeep,17,1,29/09/2015 9:00,1,1,15.4,,2541,,7.95,,,,,,553.6,576,172.06,199.7,197.32,106.56,3.96
201509290930_GW20_MunroeShallow,18,1,29/09/2015 9:30,1,1,14.4,,2781,,7.68,,,,,,697.83,571,210.93,222.85,226.13,120.8,4.01
201509290945_GW17_DaiseyvaleShallow,15,1,29/09/2015 9:45,1,1,13,,2399,,7.64,,,,,,454.44,632,112.41,143.86,199.74,98.88,1.66
201509290945_GW18_DaiseyvaleDeep,16,1,29/09/2015 9:45,1,1,13.7,,2006,,7.84,,,,,,399.5,644,120.3,107.66,189.06,101.57,1.12
201509291045_GW12_GlenarchyFarField,10,1,29/09/2015 10:45,1,1,17.7,,4370,,7.36,,,,,,1107.94,742,252.85,679.53,118.21,146.49,2.8
201509291140_GW14_DinyahShallowBerthong,12,1,29/09/2015 11:40,1,1,16.6,,8229,,7.54,,,,,,2580.22,644,1236.24,834.93,810.26,303.06,8.56
201509291150_GW10_GlenarchyMiddleArtesian,8,1,29/09/2015 11:50,1,1,19.3,,3127,,7.2,,,,,,726.6,700,169.32,436.69,113.85,125.86,1.99
201509291200_GW15_DinyahDeepBerthong,13,1,29/09/2015 12:00,1,1,17,,4989,,7.62,,,,,,1183.99,654,868.82,442.18,436.53,233.96,3.31
201509291300_GW11_GlenarchyCreekShallow,9,1,29/09/2015 13:00,1,1,14.8,,2116,,7.5,,,,,,564.31,603,126.63,321.28,103.37,98.02,2.73
201509291550_GW22_DinyahHopes7Shallow,20,1,29/09/2015 15:50,1,1,14.3,,7601,,7.61,,,,,,2750.65,813,417.68,1353.27,264.9,221.96,0.65
201509291645_GW21_DinyahHopes7Deep,19,1,29/09/2015 16:45,1,1,17.2,,4017,,7.55,,,,,,1041.41,737,179.04,593.03,153.44,79.76,0.94
201509300000_GW12_GlenarchyFarField,10,1,30/09/2015 0:00,3,3,,,,,,,,,,,1080,,258,648,126,157,2
201509300000_GW15_DinyahDeepBerthong,13,1,30/09/2015 0:00,3,3,,,,,7.2,,,,,,1030,,923,436,372,217,2
201509300000_SW03_Cootamundry,26,2,30/09/2015 0:00,3,3,,,1348.5,,7.09,,,,,,352,132.98,68,157,52,32,8
201509300000_SW04_Berthong,27,2,30/09/2015 0:00,3,3,,,645,,7.47,,,,,,126,101.26,17,61,26,18,9
201509300000_SW12_DinyahMixingFresh,35,2,30/09/2015 0:00,3,3,,,650,,7.12,,,,,,129,280.6,15,61,28,18,9
201509300800_GW23_DinyahLaneway,21,1,30/09/2015 8:00,1,1,15.5,,531.9,,7.16,,,,,,91.73,129,7.06,21.36,44.26,19.38,6.78
201509301000_GW24_DinyahCloseToHouse,22,1,30/09/2015 10:00,1,1,14.5,,4380,,7.2,,,,,,1583.81,271,248.48,76.84,722.85,116.54,19.74
201511170000_SW01_Coolac,24,2,17/11/2015 0:00,1,,23.1,,,1297,8.48,,,,,,247.5,264,43.91,115.78,49.32,59.57,6.88
201511170000_SW18_Tarkarella,41,2,17/11/2015 0:00,1,,20.8,,,994,8.61,,,,,,191.13,244,52.27,150.24,22.38,56.14,3.88
201511171730_GW03_Coolac,1,1,17/11/2015 17:30,1,1,19.2,,1981,,7.73,,,,,,259.66,803,43.16,112.96,70.97,151.69,0.57
201511180000_SW02_HoarseLane,25,2,18/11/2015 0:00,1,,20.6,,,1299,8.84,,,,,,161.65,502,19.2,52.02,34.97,131.91,1.96
201511180000_SW05_Cunjegong,28,2,18/11/2015 0:00,1,,18.6,,,703,8.8,,,,,,185.91,122,8.93,112.28,22.94,24.48,5.49
201511180000_SW15_MuttamaCreek,38,2,18/11/2015 0:00,1,,20.1,,,1355,8.39,,,,,,256.9,188,60.8,142.56,35.99,38.04,8.17
201511181250_GW08_WavehillAnimallHospital,6,1,18/11/2015 12:50,1,1,18,,2274,,7.62,,,,,,387.14,681,80,179.95,127.13,121.42,2.52
201511181300_GW09_WavehillWindmill,7,1,18/11/2015 13:00,1,1,17.2,,1123,,8.49,,,,,,115.7,386,23.17,129.2,42.95,37.38,1.61
201511181515_GW16_AmarooShallow,14,1,18/11/2015 15:15,1,1,17.2,,5039,,7.9,,,,,,2023.19,327,36.88,784.39,213.22,135.42,18.43
201511181530_GW13_AmarooDeep,11,1,18/11/2015 15:30,1,1,16.6,,5055,,7.76,,,,,,1862.78,386,148.84,946.81,135.91,140.5,2.04
201511181630_GW07_BrawlinFarFence,5,1,18/11/2015 16:30,1,1,19.8,,11997,,7.2,,,,,,4512.19,939,914.2,2137.62,511.38,488.88,8.11
201511181700_GW06_BrawlinRoad,4,1,18/11/2015 17:00,1,1,17.8,,6220,,7.75,,,,,,2125.33,722,9.52,412.45,510.38,284.25,3.12
201511181720_GW05_FairviewField,3,1,18/11/2015 17:20,1,1,16.9,,5190,,7.84,,,,,,1803.96,595,89.62,793.41,229.71,168.09,2.55
201511181740_GW04_FairviewRoad,2,1,18/11/2015 17:40,1,1,16.1,,4660,,7.75,,,,,,1526.61,571,93.75,329.35,381.8,217.91,3.61
201511190000_SW03_Cootamundry,26,2,19/11/2015 0:00,1,,22.7,,,1383,8.52,,,,,,379.96,168,40.16,199.78,50.85,43.11,9.19
201511190000_SW04_Berthong,27,2,19/11/2015 0:00,1,,26.1,,,724,8.04,,,,,,141.04,132,8.42,67.95,23.17,20.84,16.73
201511190000_SW09_Bongongolong,32,2,19/11/2015 0:00,1,,24.5,,,680,8.95,,,,,,182.63,189,8.28,78.96,31.43,45.42,5.67
201511190000_SW11_Glenarchy,34,2,19/11/2015 0:00,1,,23.4,,,3287,8.36,,,,,,1057.55,548,167.51,545.16,92.04,130.88,16.04
201511190000_SW12_DinyahMixingFresh,35,2,19/11/2015 0:00,1,,24.1,,,753,7.76,,,,,,149.29,138,30.43,83.58,30.61,26.14,17.47
201511190845_GW17_DaiseyvaleShallow,15,1,19/11/2015 8:45,1,1,14.4,,2119,,7.64,,,,,,403.46,615,141.68,129.91,161.1,102.8,1.86
201511190900_GW14_DinyahShallowBerthong,12,1,19/11/2015 9:00,1,1,16.7,,8090,,7.58,,,,,,2569.64,661,1002.4,898.68,864.21,298.58,8.05
201511190900_GW15_DinyahDeepBerthong,13,1,19/11/2015 9:00,1,1,17,,4319,,7.16,,,,,,1009.21,681,809.41,387.74,376.86,196.12,3.07
201511190900_GW18_DaiseyvaleDeep,16,1,19/11/2015 9:00,1,1,16.3,,1966,,7.7,,,,,,369.8,564,139.58,118.53,179.53,107.65,1.02
201511190930_GW20_MunroeShallow,18,1,19/11/2015 9:30,1,1,14.8,,2729,,7.64,,,,,,665.29,569,202.16,224.84,229.31,123.82,3.68
201511191000_GW19_MunroeDeep,17,1,19/11/2015 10:00,1,1,16.2,,2261,,7.92,,,,,,419.14,490,157.27,154.11,142.95,92.04,3.67
201511191015_GW24_DinyahCloseToHouse,22,1,19/11/2015 10:15,1,1,16.1,,4026,,6.94,,,,,,1577.44,249,208.38,81.16,580.77,121.75,24.45
201511191030_GW23_DinyahLaneway,21,1,19/11/2015 10:30,1,1,17,,601.1,,7.46,,,,,,115.22,132,8.49,25.12,48.2,25.05,8.08
201511191330_GW12_GlenarchyFarField,10,1,19/11/2015 13:30,1,1,18.2,,4032,,8.1,,,,,,1043.7,773,194.24,619.79,115.76,137.46,2.17
201511191430_GW11_GlenarchyCreekShallow,9,1,19/11/2015 14:30,1,1,16.7,,2505,,8.26,,,,,,516.59,598,134.33,299.15,104.28,91.27,2.11
201511191500_GW10_GlenarchyMiddleArtesian,8,1,19/11/2015 15:00,1,1,18,,2914,,8.23,,,,,,642.08,647,128.24,403.38,106.96,115.52,1.68
201512111230_GW22_DinyahHopes7Shallow,20,1,11/12/2015 12:30,1,1,15.7,,7665,,7.3,,,,,,2712.8,820,357.55,1330.31,248.28,212.07,0.99
201512111300_GW21_DinyahHopes7Deep,19,1,11/12/2015 13:00,1,1,19.1,,3923,,7.6,,,,,,1013.59,752,171.73,623.19,159.63,95.02,0.87
201602090000_SW02_HoarseLane,25,2,9/02/2016 0:00,1,,23.8,,,1146,8.38,,,,,,160.1,518,14.96,47.76,34.82,136.63,2.4
201602090000_SW09_Bongongolong,32,2,9/02/2016 0:00,1,,28.3,,,617,8.71,,,,,,119.07,190,7.88,56.26,25.63,31.86,5.44
201602090000_SW15_MuttamaCreek,38,2,9/02/2016 0:00,1,,21.6,,,2108,7.88,,,,,,455.19,386,112.01,264.4,72.46,79.15,12.02
201602090000_SW18_Tarkarella,41,2,9/02/2016 0:00,1,,24,,,1069,8.21,,,,,,175.43,258,57.51,143.06,18.57,45.58,3.51
201602091300_GW07_BrawlinFarFence,5,1,9/02/2016 13:00,1,1,20.5,,14276,,7.22,,,,,,4916.48,954,1072.36,2283.74,580.71,543.59,7.37
201602091330_GW06_BrawlinRoad,4,1,9/02/2016 13:30,1,1,19.2,,6806,,7.2,,,,,,2307.99,710,10.71,438.77,550.3,301.95,3.32
201602091435_GW05_FairviewField,3,1,9/02/2016 14:35,1,1,21.6,,5874,,7.45,,,,,,1940.46,583,86.98,786.57,279.09,168.54,2.17
201602091500_GW04_FairviewRoad,2,1,9/02/2016 15:00,1,1,18,,5207,,7.41,,,,,,1553.86,637,88.93,323.57,398.05,216.12,3.03
201602091620_GW08_WavehillAnimallHospital,6,1,9/02/2016 16:20,1,1,18.6,,2381,,7.92,,,,,,425.93,642,75.38,182.15,124.67,131.83,2.72
201602091710_GW09_WavehillWindmill,7,1,9/02/2016 17:10,1,1,19.5,,1262,,8.21,,,,,,125.56,490,21.17,174.66,50.36,37.14,2.01
201602100000_SW11_Glenarchy,34,2,10/02/2016 0:00,1,,26.4,,,3895,8.54,,,,,,1163.18,528,100.19,627.08,106.09,139.9,22.08
201602100830_GW13_AmarooDeep,11,1,10/02/2016 8:30,1,1,17.8,,5716,,7.52,,,,,,1989.61,354,140.93,967.22,134.34,157.48,2.51
201602100920_GW15_DinyahDeepBerthong,13,1,10/02/2016 9:20,1,1,19.5,,4923,,7.45,,,,,,1145.06,676,797.3,421.06,396.3,215.38,3.05
201602100930_GW14_DinyahShallowBerthong,12,1,10/02/2016 9:30,1,1,19.5,,8370,,7.52,,,,,,2455.69,737,1283.67,932.58,836.32,299.25,8.45
201602101100_GW20_MunroeShallow,18,1,10/02/2016 11:00,1,1,17.3,,2493,,7.73,,,,,,496.54,581,183.8,201.14,193.55,109.97,3.58
201602101115_GW19_MunroeDeep,17,1,10/02/2016 11:15,1,1,17.3,,2477,,7.57,,,,,,465.8,527,187.54,182.49,133.89,102.01,3.61
201602101140_GW17_DaiseyvaleShallow,15,1,10/02/2016 11:40,1,1,16.5,,2213,,7.93,,,,,,393.37,627,142.93,146.75,154.44,105.14,1.41
201602101145_GW18_DaiseyvaleDeep,16,1,10/02/2016 11:45,1,1,16,,2204,,7.46,,,,,,435.62,566,140.92,111.13,187.09,104.67,0.75
201602101315_GW10_GlenarchyMiddleArtesian,8,1,10/02/2016 13:15,1,1,21,,3320,,7.41,,,,,,746.94,644,123.53,417.2,121.04,127.81,1.59
201602101345_GW12_GlenarchyFarField,10,1,10/02/2016 13:45,1,1,18.6,,4540,,7.49,,,,,,1198.6,791,256.68,668.37,126.38,153.56,2.36
201602101415_GW11_GlenarchyCreekShallow,9,1,10/02/2016 14:15,1,1,19.7,,2676,,7.59,,,,,,573.18,644,132.27,333.25,114.72,102.7,2.61
201602101630_GW22_DinyahHopes7Shallow,20,1,10/02/2016 16:30,1,1,18.1,,7980,,7.89,,,,,,2793.75,788,426.91,1245.18,246.45,202.09,0.69
201602101715_GW21_DinyahHopes7Deep,19,1,10/02/2016 17:15,1,1,18.4,,4016,,7.78,,,,,,1000.11,761,178.98,638.45,144.35,88.72,0.8
201602101740_GW23_DinyahLaneway,21,1,10/02/2016 17:40,1,1,18.9,,554,,7.75,,,,,,101.16,138,8.29,22.61,45.79,20.84,7.32
201602101800_GW24_DinyahCloseToHouse,22,1,10/02/2016 18:00,1,1,19,,4366,,6.94,,,,,,1601.85,266,242.99,82.1,725.79,131.3,25.15
201602110000_SW01_Coolac,24,2,11/02/2016 0:00,1,,21.8,,,1647,8.36,,,,,,267,596,10.46,101.76,40.53,146.35,6.01
201602110845_GW03_Coolac,1,1,11/02/2016 8:45,1,1,18.7,,2162,,7.54,,,,,,377.65,805,41.44,151.79,60.59,176.85,0.76
201603120000_SW01_Coolac,24,2,12/03/2016 0:00,3,3,,,,,,,,,,,59.69,207.4,7.38,27.2,8.41,9.61,10.41
201603120000_SW02_HoarseLane,25,2,12/03/2016 0:00,3,3,,,,,,,,,,,195.96,629.52,30.46,42.5,20.78,15.78,6.18
201603120000_SW08_SheepStation,31,2,12/03/2016 0:00,3,3,,,,,,,,,,,157,141.52,11.69,43.6,9.06,233.53,1.66
201603120000_SW09_Bongongolong,32,2,12/03/2016 0:00,3,3,,,,,,,,,,,52.51,148.84,4.99,238.78,65.31,53.86,12.67
201603120000_SW15_MuttamaCreek,38,2,12/03/2016 0:00,3,3,,,,,,,,,,,74.05,168.36,22.12,30.13,10.26,15.69,11.91
201603120000_SW22_ArmoursLane,45,2,12/03/2016 0:00,3,3,,,,,,,,,,,63.71,173.24,8.22,60.71,15.54,13.21,13.95
201603120000_SW36_NashsLane,59,2,12/03/2016 0:00,3,3,,,,,,,,,,,41.5,151.28,102.12,83.84,32.53,164.66,2.18
201603120000_SW37_DinyahMixingSalt,60,2,12/03/2016 0:00,3,3,,,,,,,,,,,280.14,607.56,37.67,27.58,8.35,9.64,10.46
201603130000_SW03_Cootamundry,26,2,13/03/2016 0:00,3,3,,,,,,,,,,,430.98,212.28,55.96,229.77,64.57,52.59,12.98
201606210000_GW08_WavehillAnimallHospital,6,1,21/06/2016 0:00,1,1,16.8,,2299,,7.39,,,,,,396.83,717,77.57,189.12,126.98,131.58,2.8
201606210000_GW09_WavehillWindmill,7,1,21/06/2016 0:00,1,1,17.4,,591,,8.11,,,,,,74,181,27.1,72.54,31.57,24.95,1.55
201606210000_SW02_HoarseLane,25,2,21/06/2016 0:00,1,,12.9,,,1246,8.36,,,,,,224.65,428,19.36,62.82,36.16,138.65,4.33
201606211435_SW01_Coolac,24,2,21/06/2016 14:35,1,,11.9,,,224.3,8.62,,,,,,45.19,41.5,6.23,24.09,8.83,7.89,4.87
201606211530_GW03_Coolac,1,1,21/06/2016 15:30,1,1,18.4,,1657,,7.37,,,,,,291.23,817,43.89,135.92,71.54,168.19,1.15
201606211602_SW16_BrawlinRoadCreek,39,2,21/06/2016 16:02,1,,11.9,,,287.5,8.66,,,,,,57.35,36.6,11.89,33.04,11.15,8.35,4.71
201606211623_SW05_Cunjegong,28,2,21/06/2016 16:23,1,,11.8,,,302.5,8,,,,,,67.97,35.3,8.78,36.53,11.25,7.99,6.06
201606211641_SW03_Cootamundry,26,2,21/06/2016 16:41,1,,12,,,694,7.73,,,,,,209.67,27,27.81,84.96,33.71,20.16,7.85
201606220000_GW13_AmarooDeep,11,1,22/06/2016 0:00,1,1,16.3,,5914,,6.68,,,,,,1856.45,354,147.65,955.55,139.24,163.37,2.43
201606220000_GW16_AmarooShallow,14,1,22/06/2016 0:00,1,1,13.4,,347.4,,8.25,,,,,,72.98,68,19.49,41.85,16.34,6.36,5.01
201606220000_GW23_DinyahLaneway,21,1,22/06/2016 0:00,1,1,18.2,,550.9,,6.84,,,,,,107.83,88,8.77,24.96,45.9,21.99,7.15
201606220000_GW24_DinyahCloseToHouse,22,1,22/06/2016 0:00,1,1,17.2,,4720,,6.56,,,,,,1552.25,249,222.6,83.41,740.16,138.47,28.23
201606220703_GW14_DinyahShallowBerthong,12,1,22/06/2016 7:03,1,1,17.6,,8747,,6.89,,,,,,2800.05,600,1244.01,906.16,860.29,317.19,11.15
201606220703_GW15_DinyahDeepBerthong,13,1,22/06/2016 7:03,1,1,16.9,,5030,,6.93,,,,,,1118.98,622,817.05,430.23,428.92,221.6,3.05
201606220845_SW08_SheepStation,31,2,22/06/2016 8:45,1,,10.1,,,239.5,9.18,,,,,,50.52,25.6,6.75,25.07,10.8,7.78,4.03
201606221225_GW05_FairviewField,3,1,22/06/2016 12:25,1,1,17.6,,6024,,7,,,,,,1846.98,664,88.88,785.26,301.62,192.64,3.65
201606221240_GW04_FairviewRoad,2,1,22/06/2016 12:40,1,1,16.8,,5312,,6.53,,,,,,1549.75,600,93.58,339.52,430.69,224.73,4.19
201606221310_GW07_BrawlinFarFence,5,1,22/06/2016 13:10,1,1,17.7,,13476,,7.34,,,,,,4782.91,1115,988.5,2094.8,565.39,511.64,13.77
201606221320_GW06_BrawlinRoad,4,1,22/06/2016 13:20,1,1,17.9,,6904,,7.64,,,,,,2344.29,717,8.98,445.57,614.36,318.37,3.88
201606221720_SW04_Berthong,27,2,22/06/2016 17:20,1,,11.1,,,701,8.31,,,,,,164.74,56.4,22.26,67.04,30.94,18.79,19.4
201606230000_GW11_GlenarchyCreekShallow,9,1,23/06/2016 0:00,1,1,16.8,,2668,,7.08,,,,,,566.84,612,130.08,326.31,117.52,112.15,3.07
201606230000_SW06_Jindalee,29,2,23/06/2016 0:00,1,,9.3,,,1240,8.43,,,,,,299.9,310,88.96,85.38,114.42,81.38,7.78
201606230825_GW10_GlenarchyMiddleArtesian,8,1,23/06/2016 8:25,1,1,16.2,,3274,,7.6,,,,,,726.28,610,132.21,431.44,111.03,132.38,1.74
201606231000_GW12_GlenarchyFarField,10,1,23/06/2016 10:00,1,1,16.5,,4546,,7.2,,,,,,1193.14,778,227.49,682.26,125.08,169.42,2.69
201606231100_GW17_DaiseyvaleShallow,15,1,23/06/2016 11:00,1,1,14.2,,4363,,7.39,,,,,,968.29,717,306.47,313.3,343.5,190.76,12.05
201606231100_GW18_DaiseyvaleDeep,16,1,23/06/2016 11:00,1,1,16.2,,2123,,7.63,,,,,,450.23,559,143.85,128.58,214.71,115.58,1.02
201606231200_GW20_MunroeShallow,18,1,23/06/2016 12:00,1,1,16.1,,2548,,7.26,,,,,,433.34,564,199.33,201.23,135.13,124.33,4.29
201606231245_GW19_MunroeDeep,17,1,23/06/2016 12:45,1,1,16.2,,2436,,7.25,,,,,,486.09,534,186.21,184.36,186.9,115.48,3.36
201609261420_SW01_Coolac,24,2,26/09/2016 14:20,3,2,14.6,85.2,617.1,494.2,7.63,,,,,,90,129.32,32,53,32,23,4
201609261500_GW03_Coolac,1,1,26/09/2016 15:00,3,2,16.4,,1678,1404,7.69,,,,,,271,723.46,45,134,91,140,0.5
201609261635_SW02_HoarseLane,25,2,26/09/2016 16:35,3,2,15.6,93,873,,8.21,,,,2,0.07,75,367.22,18,41,31,74,3
201609270000_SW33_SECootaNorth,56,2,27/09/2016 0:00,3,3,16.4,173,2600,2180,8.67,,,,,,529,320.86,67,203,136,93,13
201609270000_SW36_NashsLane,59,2,27/09/2016 0:00,3,3,14.8,103.2,1060,850,8.31,,,,,,172,204.96,47,70,67,44,8
201609270915_SW22_ArmoursLane,45,2,27/09/2016 9:15,3,2,13.4,83.9,677,526,7.75,5.87,,,,,101,147.62,34,60,36,26,4
201609271000_SW09_Bongongolong,32,2,27/09/2016 10:00,3,2,12.3,94,298.8,226.5,7.78,0.53,,,1.6,0.02,36,92.72,6,24,14,14,2
201609271120_SW13_Wambidgee,36,2,27/09/2016 11:20,3,2,13,82.2,786.4,610,7.67,4.6,,,,,119,134.2,41,69,41,25,5
201609271245_SW26_ReefCreek,49,2,27/09/2016 12:45,3,2,16,101,665.8,550.4,8.3,2.39,,,,,82,167.14,19,52,30,25,2
201609271300_SW15_MuttamaCreek,38,2,27/09/2016 13:00,3,2,13.3,83.5,839.1,654,7.7,4.29,,,,,125,140.3,43,73,42,25,4
201609271320_SW08_SheepStation,31,2,27/09/2016 13:20,3,2,13.9,101.5,825,645,8.06,7.36,,,,,161,117.12,20,74,38,22,3
201609271415_GW08_WavehillAnimallHospital,6,1,27/09/2016 14:15,3,2,16.7,11.4,2470,,6.93,,,,,,416,594.14,81,164,128,118,2
201609271435_GW09_WavehillWindmill,7,1,27/09/2016 14:35,3,2,17.1,4.2,1074,,7.16,,,,,,152,270.84,32,93,53,40,3
201609271545_SW29_CullingaCreekMain,52,2,27/09/2016 15:45,3,2,15.9,103.5,,872,8.78,,,,,,128,247.66,32,58,53,41,4
201609271604_SW16_BrawlinRoadCreek,39,2,27/09/2016 16:04,3,2,13.9,88.8,928,731,7.83,,,,,,149,156.16,76,90,63,32,7
