record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,do_mg_l_field,spc_field,ec_field,ph_field,orp_field,turbidity_field,cl_field,no3_field,nh4_field,nh3_field,notes_field,field_data_complete,ec_lab,ph_lab,turbidity_lab,tn_mg_l,tp_mg_l,notes_lab,lab_data_complete,q_coolac_ml_day,q_berthong_ml_day,q_jindalee_ml_day,q_coolac_temp,q_coolac_spc,q_coolac_ec,flow_data_complete,cl_mg_l,no2_mg_l,no3_mg_l,br_mg_l,hco3_mg_l,so4_mg_l,po4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l,s_mg_l,major_ions_complete,tds_mg_l,p_mg_l,al_mg_l,fe_mg_l,si_mg_l,ic_mg_l,other_ion_and_salt_data_complete,cl_meq_l,no3_meq_l,hco3_meq_l,so4_meq_l,na_meq_l,ca_meq_l,mg_meq_l,k_meq_l,anion_sum,cation_sum,ion_balance,ionic_balance_check,ion_balance_complete
201008171520_SW21_CoolacMingay,44,2,17/08/2010 15:20,2,3,10.5,,,250,,7.1,,,,,,,,0,,,,,,,0,,,,,,,0,59.83,,,,,9.68,,38.09,12.99,10.57,4.35,4.79,0,,0.05,,,,66.51,0,1.69,,,0.2,1.66,0.65,0.87,0.11,1.89,3.29,27,,0
201008171528_SW02_HoarseLane,25,2,17/08/2010 15:28,2,3,15,,,1230,,8,,,,,,,,0,,,,,,,0,,,,,,,0,211.47,,,,,18.72,,107.51,51.25,168.08,2.08,13.5,0,,0.1,,,,691.4,0,5.97,,,0.39,4.68,2.56,13.83,0.05,6.36,21.12,54,,0
201008171539_SW13_Wambidgee,36,2,17/08/2010 15:39,2,3,10,,,310,,7.6,,,,,,,,0,,,,,,,0,,,,,,,0,77.55,,,,,11.13,,49.11,15.76,11.47,4.93,5.93,0,,0.05,,,,56.5,0,2.19,,,0.23,2.14,0.79,0.94,0.13,2.42,4,25,,0
201008171546_SW14_FairviewCreek,37,2,17/08/2010 15:46,2,3,15.8,,,1220,,8.5,,,,,,,,0,,,,,,,0,,,,,,,0,348.64,,,,,91.49,,133.1,94.61,110.52,17.23,42.18,0,,0.2,,,,285.24,0,9.83,,,1.9,5.79,4.72,9.09,0.44,11.73,20.04,26,,0
201008171600_SW09_Bongongolong,32,2,17/08/2010 16:00,2,3,9.5,,,135,,7.9,,,,,,,,0,,,,,,,0,,,,,,,0,27.5,,,,,2.2,,19.91,7.22,6,2.9,1.68,0,,0.02,,,,50.38,0,0.78,,,0.05,0.87,0.36,0.49,0.07,0.83,1.79,37,,0
201008171613_SW18_Tarkarella,41,2,17/08/2010 16:13,2,3,11,,,162,,7.7,,,,,,,,0,,,,,,,0,,,,,,,0,18.18,,,,,5.29,,21.45,6.35,10.24,2.11,3.21,0,,0.02,,,,84.26,0,0.51,,,0.11,0.93,0.32,0.84,0.05,0.62,2.14,55,,0
201008171630_SW22_ArmoursLane,45,2,17/08/2010 16:30,2,3,9.3,,,245,,7.5,,,,,,,,0,,,,,,,0,,,,,,,0,57.19,,,,,8.17,,37.27,12.54,9.84,4.21,4.34,0,,0.05,,,,62.34,0,1.61,,,0.17,1.62,0.63,0.81,0.11,1.78,3.17,28,,0
201009300000_SW01_Coolac,24,2,30/09/2010 0:00,3,3,,,,,,,,,,,,,date estimated from other samples,0,940,7.43,,,,,0,52.669,,,12.885,1046.9,797.2,0,239.25,,,,233.41,,,122.82,52.4,51.45,6.85,,0,,,,,,,0,6.75,,3.83,,5.34,2.61,4.23,0.18,10.58,12.36,8,,0
201009300000_SW02_HoarseLane,25,2,30/09/2010 0:00,2,3,11.7,,,1245,,8.32,,,408,,,,,0,,,,,,,0,,,,,,,0,239.4,,,,,,,102.05,43.53,166.06,2.53,12.48,0,,0.01,0.01,0.01,13.31,699.98,0,6.75,,,,4.44,2.17,13.66,0.06,6.75,20.33,50,,0
201009300000_SW14_FairviewCreek,37,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,136,0,,,,,,,,,,,,,0
201009300000_SW27_LongView,50,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,195,0,,,,,,,,,,,,,0
201009300000_SW29_CullingaCreekMain,52,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,295,0,,,,,,,,,,,,,0
201009300000_SW30_AthloneNorth,53,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,212,0,,,,,,,,,,,,,0
201009300000_SW32_WavehillNorth,55,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,202,0,,,,,,,,,,,,,0
201009300000_SW33_SECootaNorth,56,2,30/09/2010 0:00,2,3,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,0,,,,,,35,0,,,,,,,,,,,,,0
201009300740_SW06_Jindalee,29,2,30/09/2010 7:40,2,3,6.9,,,1890,,7.89,,,,,,,,0,,,,,,,0,,,,,,,0,531.7,,,,,,,161.27,219.17,139.14,9.03,44.8,0,,0.01,0.01,0.01,6.83,505,0,15,,,,7.01,10.94,11.45,0.23,15,29.63,33,,0
201009301050_SW35_BradmanOval,58,2,30/09/2010 10:50,2,3,16,,,460,,10.01,,,,,,,,0,,,,,,,0,,,,,,,0,118.8,,,,,,,76.21,31.78,20.32,9.42,6.87,0,,0.22,0.15,0.25,0.76,150,0,3.35,,,,3.31,1.59,1.67,0.24,3.35,6.81,34,,0
201009301105_SW04_Berthong,27,2,30/09/2010 11:05,2,3,13.2,,,340,,8.1,,,150,,,,,0,,,,,,,0,,,,,,,0,76,,,,,,,52.85,23.82,15.47,6.12,3.29,0,,0.02,0.06,0.28,0.42,136,0,2.14,,,,2.3,1.19,1.27,0.16,2.14,4.92,39,,0
201009301110_SW21_CoolacMingay,44,2,30/09/2010 11:10,2,3,14,,,940,,7.13,,,,,,,,0,,,,,,,0,,,,,,,0,235.9,,,,,,,122.2,50.64,58.65,6.56,14.38,0,,0.01,0.01,0.03,4.97,,0,6.65,,,,5.32,2.53,4.83,0.17,6.65,12.85,32,,0
201009301130_SW21_CoolacMingay,44,2,30/09/2010 11:30,2,3,13.5,,,940,,7.43,,,370,,,,,0,,,,,,,0,,,,,,,0,239.2,,,,,,,122.82,52.4,51.45,6.85,14.84,0,,0.04,0.02,0.52,5.04,233.41,0,6.75,,,,5.34,2.61,4.23,0.18,6.75,12.36,29,,0
201009301155_SW22_ArmoursLane,45,2,30/09/2010 11:55,2,3,13.5,,,955,,7.5,,,,,,,,0,,,,,,,0,,,,,,,0,254.7,,,,,,,132.09,55.85,51.56,6.84,16.1,0,,0.01,0.03,0.17,5.34,231.93,0,7.18,,,,5.75,2.79,4.24,0.17,7.18,12.95,29,,0
201009301200_SW11_Glenarchy,34,2,30/09/2010 12:00,2,3,15,,,2620,,8.8,,,1640,,,,,0,,,,,,,0,,,,,,,0,708.7,,,,,,,498.32,143.46,114.64,13.8,51.05,0,,0.01,0.02,0.07,1.6,429,0,19.99,,,,21.68,7.16,9.43,0.35,19.99,38.62,32,,0
201009301210_SW18_Tarkarella,41,2,30/09/2010 12:10,2,3,16,,,460,,7.64,,,,,,,,0,,,,,,,0,,,,,,,0,67.7,,,,,,,68.76,17.6,29.61,2.32,8.53,0,,0,0.02,0.04,5.56,265,0,1.91,,,,2.99,0.88,2.44,0.06,1.91,6.37,54,,0
201009301235_SW23_BongongolongHeadwater,46,2,30/09/2010 12:35,2,3,15,,,450,,7.57,,,,,,,,0,,,,,,,0,,,,,,,0,93.4,,,,,,,52.74,25.89,25.47,3.58,3.24,0,,0.01,0.02,0.21,2.14,,0,2.63,,,,2.29,1.29,2.1,0.09,2.63,5.77,37,,0
201009301245_SW09_Bongongolong,32,2,30/09/2010 12:45,2,3,15,,,440,,8.4,,,140,,,,,0,,,,,,,0,,,,,,,0,97.8,,,,,,,52.68,25.56,25.48,3.54,3.2,0,,0,0.02,0.22,2.12,136.44,0,2.76,,,,2.29,1.28,2.1,0.09,2.76,5.76,35,,0
201009301320_SW25_BurraCreekNorth,48,2,30/09/2010 13:20,2,3,15.5,,,383,,8.4,,,,,,,,0,,,,,,,0,,,,,,,0,102.7,,,,,,,60,19.52,15.26,3.59,3.52,0,,0.01,0.01,0.15,1.05,700,0,2.9,,,,2.61,0.97,1.26,0.09,2.9,4.93,26,,0
201009301345_SW24_YammtreeMid,47,2,30/09/2010 13:45,2,3,14.8,,,249,,8.43,,,,,,,,0,,,,,,,0,,,,,,,0,56.9,,,,,,,39.14,12.52,9.96,3.97,1.17,0,,0,0.07,0.17,3.27,232,0,1.61,,,,1.7,0.62,0.82,0.1,1.61,3.24,34,,0
201009301405_SW23_BongongolongHeadwater,46,2,30/09/2010 14:05,2,3,16,,,310,,8.22,,,,,,,,0,,,,,,,0,,,,,,,0,56.9,,,,,,,34.64,19.75,18.88,1.67,1.65,0,,0,0.14,0.21,3.22,233,0,1.61,,,,1.51,0.99,1.55,0.04,1.61,4.09,44,,0
201009301430_SW13_Wambidgee,36,2,30/09/2010 14:30,2,3,13,,,1000,,7.6,,,,,,,,0,,,,,,,0,,,,,,,0,281.6,,,,,,,155.38,61.54,42.05,7.91,18.64,0,,0.02,0.02,0.16,4.78,153,0,7.94,,,,6.76,3.07,3.46,0.2,7.94,13.49,26,,0
201009301450_SW26_ReefCreek,49,2,30/09/2010 14:50,2,3,20.1,,,1095,,8.65,,,,,,,,0,,,,,,,0,,,,,,,0,305.6,,,,,,,130.55,57.56,75.94,5.28,16.44,0,,0,0.01,0.01,0,119,0,8.62,,,,5.68,2.87,6.25,0.14,8.62,14.94,27,,0
201009301510_SW15_MuttamaCreek,38,2,30/09/2010 15:10,2,3,13,,,1045,,8.05,,,434,,,,,0,,,,,,,0,,,,,,,0,295.2,,,,,,,164.14,62.76,42.98,7.63,18.73,0,,0.02,0.01,0.21,4.36,78,0,8.33,,,,7.14,3.13,3.54,0.2,8.33,14.01,25,,0
201009301525_SW16_BrawlinRoadCreek,39,2,30/09/2010 15:25,2,3,13,,,870,,8.02,,,310,,,,,0,,,,,,,0,,,,,,,0,197.3,,,,,,,132.29,62.8,35.27,11.08,35.72,0,,0.04,0.06,0.48,1.18,109,0,5.57,,,,5.75,3.13,2.9,0.28,5.57,12.06,37,,0
201009301540_SW05_Cunjegong,28,2,30/09/2010 15:40,2,3,16,,,785,,7.89,,,360,,,,,0,,,,,,,0,,,,,,,0,256.7,,,,,,,136.31,38.64,27.51,6.37,8.34,0,,0,0.01,0.44,2.52,108,0,7.24,,,,5.93,1.93,2.26,0.16,7.24,10.28,17,,0
201009301600_SW07_RomaniEntry,30,2,30/09/2010 16:00,2,3,15,,,600,,7.9,,,,,,,,0,,,,,,,0,,,,,,,0,175.4,,,,,,,96.91,29.31,22.22,4.96,6.48,0,,0.01,0.02,0.34,1.9,364,0,4.95,,,,4.22,1.46,1.83,0.13,4.95,7.64,21,,0
201009301615_SW31_AthloneSouth,54,2,30/09/2010 16:15,2,3,18,,,1000,,7.85,,,,,,,,0,,,,,,,0,,,,,,,0,301.9,,,,,,,185.94,54.84,34.49,7.76,6.69,0,,0,0.04,0.05,0.28,273,0,8.52,,,,8.09,2.74,2.84,0.2,8.52,13.87,24,,0
201009301635_SW08_SheepStation,31,2,30/09/2010 16:35,2,3,15.5,,,2380,,7.75,,,,,,,,0,,,,,,,0,,,,,,,0,894.7,,,,,,,421.01,191.38,86.36,11,16.82,0,,0,0.01,0.02,1.46,51,0,25.24,,,,18.31,9.55,7.11,0.28,25.24,35.25,17,,0
201009301650_SW28_CullingaCreekEast,51,2,30/09/2010 16:50,2,3,20,,,1030,,8.57,,,,,,,,0,,,,,,,0,,,,,,,0,250.2,,,,,,,126.78,72.5,68.36,7.54,15.84,0,,0.01,0.04,0.02,0.08,231,0,7.06,,,,5.51,3.62,5.63,0.19,7.06,14.95,36,,0
201009301720_SW36_NashsLane,59,2,30/09/2010 17:20,2,3,16.5,,,630,,8,,,240,,,,,0,,,,,,,0,,,,,,,0,140.1,,,,,,,93.5,42.83,24.25,10.71,17.54,0,,0.11,0.04,0.52,0.52,150,0,3.95,,,,4.07,2.14,2,0.27,3.95,8.48,36,,0
201009301750_SW20_Cootamundry12A,43,2,30/09/2010 17:50,2,3,15.5,,,920,,8,,,,,,,,0,,,,,,,0,,,,,,,0,292.9,,,,,,,153.21,51.72,29.68,7.97,12.02,0,,0,0.01,0.23,1.24,152,0,8.26,,,,6.66,2.58,2.44,0.2,8.26,11.88,18,,0
201009301810_SW03_Cootamundry,26,2,30/09/2010 18:10,2,3,16,,,870,,8.1,,,400,,,,,0,,,,,,,0,,,,,,,0,277,,,,,,,157.01,53.99,30.03,8.52,11.68,0,,0,0.01,0.28,0.2,139,0,7.81,,,,6.83,2.69,2.47,0.22,7.81,12.21,22,,0
201009301825_SW34_BigDam,57,2,30/09/2010 18:25,2,3,16.3,,,113,,8.58,,,,,,,,0,,,,,,,0,,,,,,,0,18.8,,,,,,,18.08,3.69,4.16,4.48,3.2,0,,0,0.1,0.06,3.07,181,0,0.53,,,,0.79,0.18,0.34,0.11,0.53,1.42,46,,0
201012070000_SW01_Coolac,24,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,731,7.17,18.95,,,"Blue Esky 2, Ed trip 3",0,527.35,,,22.656,567.5,540.4,0,113.98,,4.19,,,22.61,,56.98,35.37,27.35,7.88,,0,,,0.07,0.17,,36.67,0,3.22,0.07,,0.47,2.48,1.77,2.25,0.2,3.76,6.7,28,,0
201012070000_SW02_HoarseLane,25,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1205,7.95,7.68,,,"Blue Esky 2, Ed trip 2",0,,,,,,,0,242.86,,8.75,,,34.74,,57.07,38.63,162.29,4.88,,0,,,0.02,0.02,,115.3,0,6.85,0.14,,0.72,2.48,1.93,13.35,0.12,7.71,17.88,40,,0
201012070000_SW03_Cootamundry,26,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,841,7.22,1.52,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,276.75,,2.77,,,26.98,,63.47,39.22,20.39,7.93,,0,,,0.02,0.04,,28.42,0,7.81,0.04,,0.56,2.76,1.96,1.68,0.2,8.41,6.6,-12,,0
201012070000_SW04_Berthong,27,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,936,7.32,4.81,,,"Blue Esky 2, Ed trip 2",0,,,,,,,0,262.89,,3.3,,,50.01,,100.81,48.01,29.71,12.44,,0,,,0.02,0.04,,40.6,0,7.42,0.05,,1.04,4.38,2.4,2.44,0.32,8.51,9.54,6,,0
201012070000_SW05_Cunjegong,28,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,628,7.5,6.51,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,165.55,,2.21,,,13.66,,61.6,25.93,15.44,5.42,,0,,,0.05,0.24,,21.03,0,4.67,0.04,,0.28,2.68,1.29,1.27,0.14,4.99,5.38,4,,0
201012070000_SW06_Jindalee,29,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,2160,7.8,1.66,,,"Blue Esky 2, Ed trip 2",0,,,,,,,0,842,,1.66,,,222.24,,130.76,172.35,118.3,12.56,,0,,,0.01,0.02,,35.11,0,23.75,0.03,,4.63,5.69,8.6,9.73,0.32,28.41,24.34,-8,,0
201012070000_SW07_RomaniEntry,30,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,402,7.19,11.43,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,81.23,,5.41,,,8.07,,43.02,15.15,8.63,3.91,,0,,,0.7,0.81,,16.25,0,2.29,0.09,,0.17,1.87,0.76,0.71,0.1,2.55,3.44,15,,0
201012070000_SW08_SheepStation,31,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1657,7.17,2.25,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,514.69,,1.89,,,28.7,,183.09,89.83,45.39,9.36,,0,,,0.02,0.02,,42.11,0,14.52,0.03,,0.6,7.96,4.48,3.74,0.24,15.15,16.42,4,,0
201012070000_SW09_Bongongolong,32,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,354,7.27,5.57,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,81.6,,5.15,,,9.08,,31,16.95,13.02,3.5,,0,,,0.54,0.58,,23.36,0,2.3,0.08,,0.19,1.35,0.85,1.07,0.09,2.57,3.36,13,,0
201012070000_SW11_Glenarchy,34,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,998,7.4,4.33,,,"Blue Esky 2, Ed trip 2",0,,,,,,,0,280.65,,2.44,,,50.49,,103.98,58.51,36.13,12.98,,0,,,0.02,0.03,,52.13,0,7.92,0.04,,1.05,4.52,2.92,2.97,0.33,9.01,10.74,9,,0
201012070000_SW14_FairviewCreek,37,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1660,7.94,1.23,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,401.43,,2.14,,,54.36,,61.14,42.36,24.93,8.94,,0,,,0.11,0.26,,82.05,0,11.32,0.03,,1.13,2.66,2.11,2.05,0.23,12.48,7.05,-28,,0
201012070000_SW15_MuttamaCreek,38,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,858,7.5,14.21,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,277.33,,5.05,,,52.57,,140.38,85.36,99.68,21.03,,0,,,0.02,0.04,,35,0,7.82,0.08,,1.09,6.11,4.26,8.2,0.54,8.99,19.11,36,,0
201012070000_SW16_BrawlinRoadCreek,39,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,836,7.4,6.3,,,"Blue Esky 2, Ed trip 2",0,,,,,,,0,200.74,,3.59,,,77.45,,61.1,47.85,23.75,12.14,,0,,,0.05,0.15,,34.63,0,5.66,0.06,,1.61,2.66,2.39,1.95,0.31,7.33,7.31,0,,0
201012070000_SW18_Tarkarella,41,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,395,7.81,2.41,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,68.8,,10.84,,,20.3,,39.08,12.7,18.21,3.56,,0,,,0.08,0.12,,30.78,0,1.94,0.17,,0.42,1.7,0.63,1.5,0.09,2.53,3.92,22,,0
201012070000_SW20_Cootamundry12A,43,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,886,7.31,3.18,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,317.37,,2.61,,,30.26,,103.43,39.61,20.22,8.29,,0,,,0.01,0.07,,28.48,0,8.95,0.04,,0.63,4.5,1.98,1.66,0.21,9.62,8.35,-7,,0
201012070000_SW21_CoolacMingay,44,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,706,7.3,24.88,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,171.87,,6.41,,,32.14,,55,33.35,31.35,8.08,,0,,,0.13,0.26,,38.97,0,4.85,0.1,,0.67,2.39,1.66,2.58,0.21,5.62,6.84,10,,0
201012070000_SW22_ArmoursLane,45,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,768,7.4,11.57,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,1634.8,,1.02,,,316.29,,58.43,35.7,28.54,9.49,,0,,,0.13,0.35,,36.51,0,46.12,0.02,,6.59,2.54,1.78,2.35,0.24,52.73,6.91,-77,,0
201012070000_SW23_BongongolongHeadwater,46,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,203,7.39,9.85,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,39.07,,2.61,,,4.54,,21.1,7.84,3.41,5.39,,0,,,1.21,0.95,,12.38,0,1.1,0.04,,0.09,0.92,0.39,0.28,0.14,1.23,1.73,17,,0
201012070000_SW24_YammtreeMid,47,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,290,7.37,3.4,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,43.5,,1.7,,,4.55,,125.12,145.7,57.88,21.3,,0,,,0.01,0.02,,19.19,0,1.23,0.03,,0.09,5.44,7.27,4.76,0.54,1.35,18.01,86,,0
201012070000_SW25_BurraCreekNorth,48,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,331,7.47,5.93,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,74.15,,5,,,9.66,,31.06,11.94,5.92,3.22,,0,,,0.41,0.73,,13.58,0,2.09,0.08,,0.2,1.35,0.6,0.49,0.08,2.37,2.52,3,,0
201012070000_SW26_ReefCreek,49,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1013,7.76,10.17,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,307.86,,22.97,,,44.94,,61.24,59.93,49.81,5.59,,0,,,0.02,0.02,,54.81,0,8.68,0.37,,0.94,2.66,2.99,4.1,0.14,9.99,9.89,-1,,0
201012070000_SW27_LongView,50,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1389,7.56,3.97,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,480.71,,76.32,,,101.22,,128.89,52.53,93.36,6.81,,0,,,0.02,0.02,,73.35,0,13.56,1.23,,2.11,5.61,2.62,7.68,0.17,16.9,16.08,-2,,0
201012070000_SW28_CullingaCreekEast,51,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1056,7.75,7.83,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,339.12,,6.34,,,53.42,,61.76,68.81,55.95,8.4,,0,,,0.03,0.03,,62.85,0,9.57,0.1,,1.11,2.69,3.43,4.6,0.21,10.78,10.93,0.99,,0
201012070000_SW29_CullingaCreekMain,52,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1033,7.78,8.64,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,176.94,,3.89,,,29.71,,60.16,69.96,54.66,9.59,,0,,,0.02,0.03,,63.29,0,4.99,0.06,,0.62,2.62,3.49,4.5,0.25,5.67,10.86,31,,0
201012070000_SW30_AthloneNorth,53,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1740,7.14,2.65,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,544.6,,1.41,,,9.89,,27.58,18.55,5.85,2.67,,0,,,0.14,0.62,,52.75,0,15.36,0.02,,0.21,1.2,0.93,0.48,0.07,15.59,2.68,-71,,0
201012070000_SW31_AthloneSouth,54,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1008,7.25,3.33,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,207.72,,0.95,,,13.26,,123.48,40.24,23.78,12.23,,0,,,0.03,0.05,,40.87,0,5.86,0.02,,0.28,5.37,2.01,1.96,0.31,6.16,9.65,22,,0
201012070000_SW32_WavehillNorth,55,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,535,7.26,44.58,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,62.85,,3.87,,,20.09,,36.1,39.12,13.85,13.5,,0,,,0.12,0.12,,35.5,0,1.77,0.06,,0.42,1.57,1.95,1.14,0.35,2.25,5.01,38,,0
201012070000_SW33_SECootaNorth,56,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,1451,6.85,0.96,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,44.52,,2.8,,,5.11,,30.61,17,13.16,3.45,,0,,,0.33,0.45,,24.45,0,1.26,0.05,,0.11,1.33,0.85,1.08,0.09,1.42,3.35,40,,0
201012070000_SW34_BigDam,57,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,128.5,7.73,5.08,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,15.22,,5.19,,,3.61,,13.06,2.8,1.49,3.47,,0,,,1.14,0.62,,5.28,0,0.43,0.08,,0.08,0.57,0.14,0.12,0.09,0.59,0.92,22,,0
201012070000_SW35_BradmanOval,58,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,771,6.95,1.35,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,207.38,,23.1,,,42.22,,59.26,45.2,22.05,16.44,,0,,,0.01,0.08,,37.57,0,5.85,0.37,,0.88,2.58,2.26,1.81,0.42,7.1,7.07,0,,0
201012070000_SW36_NashsLane,59,2,7/12/2010 0:00,2,3,,,,,,,,,,,,,,0,791,7.24,7.63,,,"Blue Esky 2, Ed trip 3",0,,,,,,,0,125.48,,8.05,,,35.08,,58.76,45.81,21.78,15.93,,0,,,0.02,0.1,,38.41,0,3.54,0.13,,0.73,2.56,2.29,1.79,0.41,4.4,7.05,23,,0
201102020000_SW01_Coolac,24,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1990,7.68,3.68,,,,0,34.704,,,27.092,2011,2098.9,0,599.58,,0.78,,,28.14,,170.93,90.5,107.17,7.75,,0,,,0.01,0.02,,122.8,0,16.91,0.01,,0.59,7.43,4.52,8.82,0.2,17.51,20.97,9,,0
201102020000_SW02_HoarseLane,25,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1343,8.27,10.16,,,,0,,,,,,,0,207.66,,0.12,,,20.1,,56.55,39.98,172.02,2.43,,0,,,0.02,0.02,,131.2,0,5.86,0,,0.42,2.46,2,14.16,0.06,6.28,18.68,50,,0
201102020000_SW03_Cootamundry,26,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1394,7.29,10,,,,0,,,,,,,0,742.53,,0.54,,,37.93,,172.22,58.39,32.4,9.69,,0,,,0.02,0.02,,31.98,0,20.95,0.01,,0.79,7.49,2.91,2.67,0.25,21.75,13.32,-24,,0
201102020000_SW05_Cunjegong,28,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1655,7.38,2.8,,,,0,,,,,,,0,810.26,,0.67,,,14.43,,205.58,58.32,41.32,8.1,,0,,,0.01,0.02,,47.02,0,22.86,0.01,,0.3,8.94,2.91,3.4,0.21,23.17,15.46,-20,,0
201102020000_SW08_SheepStation,31,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,3350,7.47,1.75,,,,0,,,,,,,0,1895.9,,2.39,,,46.73,,334.74,234.41,90.88,16.17,,0,,,0.01,0.26,,96.8,0,53.48,0.04,,0.97,14.56,11.7,7.48,0.41,54.49,34.15,-23,,0
201102020000_SW26_ReefCreek,49,2,2/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1740,7.58,0.45,,,,0,,,,,,,0,611.1,,0.56,,,84,,125.51,107.25,96.48,4.56,,0,,,0.02,0.02,,98.54,0,17.24,0.01,,1.75,5.46,5.35,7.94,0.12,19,18.87,0,,0
201102030000_SW04_Berthong,27,2,3/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1045,7.75,13.05,,,,0,,,,,,,0,361.62,,0.43,,,44.04,,108.73,45.69,26.54,16.5,,0,,,0.02,0.14,,43.13,0,10.2,0.01,,0.92,4.73,2.28,2.18,0.42,11.13,9.61,-7,,0
201102030000_SW26_ReefCreek,49,2,3/02/2011 0:00,2,3,,,,,,,,,,,,,,0,1751,7.4,3.43,,,,0,,,,,,,0,468.91,,0.44,,,64.47,,126.93,107.22,97.75,4.54,,0,,,0.03,0.02,,98.57,0,13.23,0.01,,1.34,5.52,5.35,8.04,0.12,14.58,19.03,13,,0
